time,direction,bytes,latency,bps,duration,serverTime,responseSize,loadedLatencies
1714532587957,download,100000,16.499921999999998,27958264.090991125,28.699922047683714,68.000078,100300,
1714532590015,download,100000,19.90027285694886,16928172.595579658,47.40027285694886,85.999727,100300,
1714532590192,download,100000,80.20009704768371,8846738.053413048,90.70009704768371,76.999903,100300,37.999903
1714532590285,download,100000,16.89979785694885,28657349.59945068,27.999798,63.000202,100300,
1714532590394,download,100000,20.999921999999998,27385738.477592323,29.299921952316282,68.000078,100300,
1714532590518,download,100000,21.100232904632563,15225739.121001234,52.70023304768371,68.999767,100300,
1714532590640,download,100000,20.89997285694885,16716676.069796957,47.999973,72.000027,100300,21.100140904632568
1714532590757,download,100000,23.000004000000004,24315148.567860775,33.000004000000004,78.999996,100300,
1714532590893,download,100000,26.59982814305114,12382748.880725086,64.79982819073486,70.000172,100300,
1714532591016,download,100000,27.10003590463257,13692824.374815222,58.60003590463257,62.999964,100300,
1714532591382,download,1000000,20.399901095367426,28347158.369537283,282.2999009523163,71.000099,1000300,34.900201856948854
1714532591647,download,1000000,15.300003952316288,43945084.1757858,182.10000390463256,78.999996,1000300,
1714532591916,download,1000000,20.700067047683717,40849399.02467493,195.90006685694885,69.999933,1000300,27.100172143051147
1714532592144,download,1000000,18.300067190734865,52303245.06982079,153.000067,69.999933,1000300,
1714532592410,download,1000000,18.500076000000007,44236576.19569641,180.90007609536744,79.999924,1000300,21.19999604768372
1714532592909,download,1000000,18.399993856948853,18882492.010843176,423.7999939523163,69.000006,1000300,186.2000060476837
1714532593175,download,1000000,34.500158,47435640.20691725,168.70015804768371,90.999842,1000300,
1714532593460,download,1000000,26.899931095367435,42051512.89311383,190.2999309523163,78.000069,1000300,60.899816856948846
1714532593575,upload,100000,16.89994085694886,7664442.3364767125,104.89999985694885,88.000059,376,
1714532593681,upload,100000,17.59972314305115,7836257.299015733,102.60000014305115,85.000277,376,42.30015095231629
1714532593786,upload,100000,21.40007609536744,7928994.07538296,101.40000009536743,79.999924,375,
1714532593911,upload,100000,20.499992000000006,7146666.666666665,112.5,92.000008,376,
1714532594028,upload,100000,17.40008585694885,7486033.529524074,107.39999985694885,89.999914,376,
1714532594148,upload,100000,25.899889095367428,7315741.576909157,109.90000009536743,84.000111,376,
1714532594249,upload,100000,19.20000404768372,8187372.704782032,98.20000004768372,78.999996,376,78.69998480926515
1714532594353,upload,100000,23.500096999999997,7999999.999999998,100.5,76.999903,376,
1714532604641,upload,1000000,19.9000570953674,7445133.8080285,1079.9000000953674,1059.999943,375,109.2998609523163 30.699869809265138
1714532605395,upload,1000000,19.300043952316287,10860461.975574587,740.2999999523163,720.999956,376,43.70028604768372 35.900162095367435
1714532606172,upload,1000000,18.599969143051112,10556722.687092762,761.6000001430511,743.000031,381,40.90017209536743
1714532606935,upload,1000000,23.20002304768377,10760171.305523172,747.2000000476837,723.999977,375,32.60014114305115 42.500069
1714532607695,upload,1000000,17.099835904632528,10790497.92112342,745.0999999046326,728.000164,376,46.10005690463257
1714532608585,upload,1000000,13.800249952316335,9180178.123358922,875.7999999523163,861.99975,375,34.40013885694886 30.300193190734866
1714532610245,download,10000000,23.09993114305115,51309904.783181615,1559.1999310476838,78.000069,10000300,23.700078047683718 35.09999614305115 82.59995414305115 35.60004814305115
1714532611952,download,10000000,26.20013880926514,49463579.28257593,1617.4001388569488,70.999861,10000300,152.10022290463257 93.80009919073487
1714532613694,download,10000000,18.10016014305114,48427598.215244725,1652.00016,67.99984,10000300,29.599888904632564 35.30011995231629 178.70008980926514 72.09998490463258
1714532614974,download,10000000,22.20014904768371,68098731.57689495,1174.8001489523162,80.999851,10000300,95.80014095231628 127.80016195231629
1714532616152,download,10000000,16.900117856948853,74234379.9336571,1077.700117809265,73.999882,10000300,108.20002704768372 120.59987190463258
1714532617082,download,10000000,16.39984885694885,94834535.7148637,843.5998489046326,67.000151,10000300,27.300068952316288 67.20000604768371
1714532625434,upload,10000000,41.700063047684125,9855719.136463713,8157.700000047684,8115.999937,375,27.800098952316283 30.300295952316283 18.900120095367434 34.30009895231628 32.000006 30.500118 24.299953952316287 21.800069190734867 23.60002690463257 17.40029585694885 31.600099143051146 16.900232856948847 24.499975 21.899954095367434 18.89993309536743 29.499954000000002 28.800201952316286
1714532633810,upload,10000000,25.200116047682968,9748763.21655048,8247.200000047684,8221.999884,376,29.10019290463257 24.900068856948856 18.799974952316283 19.70020180926514 17.799933190734862 49.40013885694886 30.399850856948852 28.299995952316287 21.000078000000002 26.199933047683714 20.300140952316283 21.89994485694885 34.80019295231629 18.900192856948856 24.69999604768372 27.700118047683716 29.39997309536743
1714532641878,upload,10000000,21.40001685694915,10126709.827121522,7939.399999856949,7917.999983,376,30.700214047683716 44.30017219073486 29.500120000000003 29.700098809265135 32.60010914305115 21.900069095367435 29.69990280926514 37.500151 19.400068856948856 20.500056999999998 34.80012995231628 22.000038000000004 20.19995380926514 79.60005714305115 24.000006 18.40009909536743
1714532650424,upload,10000000,17.00000800000089,9543026.70623145,8425,8407.999992,375,20.90009909536743 19.000275000000002 25.900016856948852 31.500048 29.60019290463257 29.30013895231629 24.500214 67.90012009536744 21.600016904632568 26.100098904632567 72.90003609536743 28.30005719073486 28.800016952316284 22.39980885694885 23.899903095367435 25.799995952316287 29.700181047683714
1714532653145,download,25000000,17.60019114305115,77078150.64041491,2594.8001909523164,74.999809,25000300,27.400047856948852 45.900120095367434 106.80004819073486 94.999882 259.500235
1714532655920,download,25000000,18.399836095367434,76144983.04914513,2626.599836143051,103.000164,25000300,40.099933143051146 224.90011985694886 68.40004809536742 90.19992404768371 46.70016204768372
1714532658559,download,25000000,19.900149095367425,79685401.05951467,2509.9001490953674,80.999851,25000300,50.899902856948856 33.500193 55.200141047683715 123.70021404768372 42.80009019073486
1714532661750,download,25000000,19.20012804768372,65270671.51042415,3064.200128047684,83.999872,25000300,48.900162095367435 101.500036 45.40004785694885 27.400117856948853 43.10000590463257 36.10006890463257
