time,direction,bytes,latency,bps,duration,serverTime,responseSize,loadedLatencies
1714533012957,download,100000,75.000294,1786683.3108116188,449.10029390463257,82.999706,100300,93.29991219073486
1714533015544,download,100000,30.799963952316283,14886837.44073705,53.89996385694885,62.000036,100300,
1714533016933,download,100000,33.000202,746626.8252961565,1074.7002020476837,311.999798,100300,55.30008795231629 42.60017214305115
1714533018368,download,100000,201.79986795231628,595782.654196406,1346.7998679523162,87.000132,100300,359.59993314305115
1714533019893,download,100000,86.60002514305114,554526.5971920076,1447.000025,75.999975,100300,1161.3999710953674 46.999975 36.699975047683715
1714533021438,download,100000,248.10008590463258,552388.7873793503,1452.6000859046326,89.999914,100300,44.500162 47.90009909536743 55.500078
1714533022968,download,100000,87.80027295231629,556294.9585489843,1442.400272856949,85.999727,100300,60.79997295231628 31.50013 29.800141190734863
1714533024338,download,100000,181.60000390463256,622594.6597915185,1288.8000039523163,78.999996,100300,35.699851047683715 60.09983014305115
1714533025868,download,100000,248.2000460476837,551818.977146656,1454.1000459046327,72.999954,100300,308.49980700000003 35.79989095231628 39.300066952316286
1714533027411,download,100000,254.60009714305113,547788.057591532,1464.800097190735,76.999903,100300,38.999851 43.30011995231629 30.59999614305115
1714533042376,download,1000000,108.90006709536743,537546.4310187564,14886.900067095368,69.999933,1000300,55.399954095367434 41.300243952316286 39.500109 42.80017195231628 321.7999539523163 51.300243952316286 39.899954095367434 39.900119856948855 34.80028595231629 30.70012004768372 34.70008604768371 43.300047952316284 48.40018285694885 33.299912190734865 41.20002704768372 50.700090047683716 50.39988209536743 311.7999239523163 39.20024404768372 37.19994904768372 48.30026495231628 33.499943 44.30017219073486 43.000078 41.79996419073486 40.10021214305115 48.700141047683715 30.800047952316284 29.000048
1714533057118,download,1000000,172.2000250476837,545758.341549352,14662.900025095367,75.999975,1000300,356.000214 36.20007604768372 42.30014095231628 44.400120095367434 33.59996390463257 43.699975047683715 43.10019314305115 41.200110809265134 31.69995404768372 28.600056904632567 42.30000595231628 38.600096904632565 38.800078190734865 34.600130143051146 72.60015090463257 53.70006904768372 34.000048 46.60015114305115 314.7999329523163 36.60014114305115 317.4001410953674 47.299911952316286 41.099961904632565 38.60009890463257 42.60015990463256 32.30005695231628 47.70011980926514
1714533071777,download,1000000,259.8000459523163,548759.8301227401,14582.700046047683,72.999954,1000300,43.70024404768372 31.899953856948855 40.10002490463256 337.2999049523163 372.40011085694886 392.60025414305113 1730.9001408569488 46.10023490463257 31.700089809265137 4476.400119856949 45.79997495231628 49.199975047683715 52.10014090463257 42.09992390463257 33.30016995231628
1714533086643,download,1000000,250.90001285694885,541672.5889571365,14773.500013,88.999987,1000300,42.30014095231628 35.900069095367435 63.29999595231629 103.40016185694886 37.800162190734866 43.800036190734865 82.90006909536743 32.70006704768372 58.399953856948855 86.39981685694885 99.09997490463257 128.09994490463257 85.60004814305114 388.3000169523163 54.500183 53.20025204768372 49.39997509536743 46.90004809536743 48.400068856948856 41.79999595231629 39.60011990463257 37.90014109536743 36.999924 39.700048047683715 72.69985080926514 37.000099 37.09999614305115 41.19999604768372
